Name,UnitValue,AIFormationType,AIFormationSeparationMultiplier,AIGroupBehaviourType,AIGroupBehaviourDistance,AIGroupAttackBehaviourType,AIGroupAttackSpeed,AIBehaviourType,AIBehaviourDistance,AIAttackBehaviourType,AIAttackSpeed,Fitness
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,44.0,0,112.0,0.88
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,86.0,0,86.0,0.86
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1150.0,0,115.0,0.85
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,150.5,0,86.0,0.86
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,199.5,0,114.0,0.86
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1110.0,0,100.0,0.89
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,100.0,0.86
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,100.0,0.87
DaimonZeta-mutated,50,2,1,7,200,0,100,7,200.0,0,86.0,0.86
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,89.0,0.89
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,225.0,0,90.0,0.9
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,220.0,0,100.0,0.88
DroneBeta-mutated,250,1,15,4,300,0,100,4,267.0,0,100.0,0.89
Frosty-mutated,10,9,1,4,150,3,100,4,26.7,0,26.7,0.89
Ichthyos-mutated,0,6,1,4,150,3,150,4,43.5,0,33.9,0.87
Jack-mutated,10,9,1,4,150,3,100,4,26.1,0,33.9,0.87
Kroma-mutated,10,5,1,7,50,0,100,7,50.0,0,100.0,0.88
KromaChild-mutated,5,5,1,7,50,0,100,7,56.5,0,113.0,0.87
KromaElite-mutated,20,5,1,4,200,0,100,4,200.0,0,110.0,0.9
Larva-mutated,1,5,1,7,50,0,100,7,56.5,0,87.0,0.87
MCCreeper-mutated,20,0,1,4,100,0,100,4,110.0,0,110.0,0.9
MCSkeleton-mutated,20,0,1,4,100,0,100,4,89.0,0,100.0,0.89
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,86.0,0.86
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,222.0,0.89
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,87.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,267.0,0,111.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,4,226.0,0,113.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1000.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,111000.0,0,1110.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1000.0,0.9
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,100.0,0.85
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,152.25,0,100.0,0.87
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,110.0,0,110.0,0.9
TrailerBeta-mutated,500,1,5,4,200,0,100,4,176.0,0,100.0,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,214.7,0.87
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,220.0,0,209.0,0.9
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,35.0,0,210.9,0.89
WingAlpha-mutated,2000,1,5,7,100,0,100,7,86.0,0,100.0,0.86
Argos-mutated,-1,2,5,-1,0,-1,0,4,228.0,0,114.0,0.86
Argos-mutated,-1,2,5,-1,0,-1,0,4,111.0,0,50.0,0.89
Argos-mutated,-1,2,5,-1,0,-1,0,4,224.0,0,100.0,0.88
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,345.0,0,115.0,0.85
CubicKeeper-mutated,10,1,1,5,100,0,100,5,100.0,0,112.0,0.88
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,33.9,0,300.0,0.87
DaimonBeta-mutated,20,0,1,4,300,0,100,4,345.0,0,100.0,0.85
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,20.0,0.86
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,300.0,0,100.0,0.89
DaimonDelta-mutated,30,5,1,4,300,0,100,4,300.0,0,90.0,0.9
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,672.0,0,100.0,0.88
DaimonEta-mutated,10,9,1,4,150,3,100,4,25.8,0,0.86,0.86
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,25.8,0,1.0,0.86
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,33.0,0,1.1,0.9
DaimonGamma-mutated,20,2,1,4,300,0,100,4,336.0,0,112.0,0.88
DaimonKnight-mutated,5,2,1,7,19,0,100,7,16.72,0,112.0,0.88
DaimonLightning-mutated,250,1,3,4,150,0,100,4,150.0,0,100.0,0.87
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,180.0,0,110.0,0.9
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,150.0,0,86.0,0.86
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,50.0,0.89
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,55.0,0,50.0,0.9
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,57.0,0,57.0,0.86
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,50.0,0,42.5,0.85
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,200.0,0,100.0,0.86
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,336.0,0,352.0,0.88
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,400.0,0.85
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,1000.0,0,400.0,0.89
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,348.0,0.87
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,255.0,0,340.0,0.85
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,100.0,0.9
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,50.0,0,114.0,0.86
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,113.0,0,100.0,0.87
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1100.0,0,100.0,0.9
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,196.0,0,88.0,0.88
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,157.5,0,100.0,0.9
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,880.0,0,88.0,0.88
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,114.0,0.86
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,114.0,0.86
DaimonZeta-mutated,50,2,1,7,200,0,100,7,200.0,0,112.0,0.88
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,100.0,0.89
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,220.0,0,88.0,0.88
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,220.0,0,88.0,0.88
DroneBeta-mutated,250,1,15,4,300,0,100,4,333.0,0,111.0,0.89
Frosty-mutated,10,9,1,4,150,3,100,4,34.2,0,34.2,0.86
Ichthyos-mutated,0,6,1,4,150,3,150,4,44.5,0,26.7,0.89
Jack-mutated,10,9,1,4,150,3,100,4,33.0,0,33.0,0.9
Kroma-mutated,10,5,1,7,50,0,100,7,57.0,0,86.0,0.86
KromaChild-mutated,5,5,1,7,50,0,100,7,55.5,0,100.0,0.89
KromaElite-mutated,20,5,1,4,200,0,100,4,172.0,0,86.0,0.86
Larva-mutated,1,5,1,7,50,0,100,7,55.5,0,89.0,0.89
MCCreeper-mutated,20,0,1,4,100,0,100,4,114.0,0,86.0,0.86
MCSkeleton-mutated,20,0,1,4,100,0,100,4,89.0,0,89.0,0.89
Maia-mutated,-1,2,5,-1,0,-1,0,4,264.0,0,100.0,0.88
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,200.0,0.88
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,89.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,4,261.0,0,100.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,224.0,0,88.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1100.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,9,89000.0,0,1000.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,86000.0,0,860.0,0.86
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,111.0,0.89
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,175.0,0,100.0,0.88
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,111.0,0,111.0,0.89
TrailerBeta-mutated,500,1,5,4,200,0,100,4,176.0,0,88.0,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,216.6,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,167.2,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,174.0,0,190.0,0.87
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,30.8,0,212.8,0.88
WingAlpha-mutated,2000,1,5,7,100,0,100,7,110.0,0,90.0,0.9
Argos-mutated,-1,2,5,-1,0,-1,0,4,220.0,0,100.0,0.9
Argos-mutated,-1,2,5,-1,0,-1,0,4,112.0,0,56.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,222.0,0,111.0,0.89
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,264.0,0,88.0,0.88
CubicKeeper-mutated,10,1,1,5,100,0,100,5,111.0,0,89.0,0.89
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,30.0,0,345.0,0.85
DaimonBeta-mutated,20,0,1,4,300,0,100,4,267.0,0,111.0,0.89
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,23.0,0.85
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,300.0,0,87.0,0.87
DaimonDelta-mutated,30,5,1,4,300,0,100,4,255.0,0,85.0,0.85
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,600.0,0,100.0,0.86
DaimonEta-mutated,10,9,1,4,150,3,100,4,27.0,0,0.9,0.9
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,26.7,0,1.0,0.89
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,34.5,0,0.85,0.85
DaimonGamma-mutated,20,2,1,4,300,0,100,4,300.0,0,111.0,0.89
DaimonKnight-mutated,5,2,1,7,19,0,100,7,16.15,0,85.0,0.85
DaimonLightning-mutated,250,1,3,4,150,0,100,4,165.0,0,90.0,0.9
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,200.0,0,100.0,0.87
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,129.0,0,100.0,0.86
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,50.0,0.87
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,44.0,0,44.0,0.88
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,56.0,0,44.0,0.88
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,57.0,0,50.0,0.86
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,200.0,0,113.0,0.87
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,258.0,0,344.0,0.86
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,339.0,0,348.0,0.87
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,870.0,0,400.0,0.87
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,267.0,0,356.0,0.89
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,336.0,0,400.0,0.88
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,89.0,0.89
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,50.0,0,100.0,0.9
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,85.0,0,85.0,0.85
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1000.0,0,100.0,0.87
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,175.0,0,87.0,0.87
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,194.25,0,89.0,0.89
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,870.0,0,113.0,0.87
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,100.0,0.87
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,87.0,0.87
DaimonZeta-mutated,50,2,1,7,200,0,100,7,226.0,0,113.0,0.87
DroneAlpha-mutated,250,1,5,4,250,0,100,4,250.0,0,100.0,0.86
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,215.0,0,100.0,0.86
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,225.0,0,90.0,0.9
DroneBeta-mutated,250,1,15,4,300,0,100,4,261.0,0,113.0,0.87
Frosty-mutated,10,9,1,4,150,3,100,4,33.0,0,33.0,0.9
Ichthyos-mutated,0,6,1,4,150,3,150,4,43.5,0,33.9,0.87
Jack-mutated,10,9,1,4,150,3,100,4,26.7,0,26.7,0.89
Kroma-mutated,10,5,1,7,50,0,100,7,45.0,0,100.0,0.9
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,90.0,0.9
KromaElite-mutated,20,5,1,4,200,0,100,4,224.0,0,100.0,0.88
Larva-mutated,1,5,1,7,50,0,100,7,43.5,0,100.0,0.87
MCCreeper-mutated,20,0,1,4,100,0,100,4,111.0,0,89.0,0.89
MCSkeleton-mutated,20,0,1,4,100,0,100,4,100.0,0,85.0,0.85
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,113.0,0.87
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,200.0,0.87
Mars-mutated,1,5,1,7,50,0,100,7,50.0,0,100.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,4,264.0,0,100.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,4,228.0,0,114.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,900.0,0.9
Orion-mutated,-1,-1,0,-1,0,-1,0,9,114000.0,0,860.0,0.86
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1150.0,0.85
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,86.0,0.86
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,192.5,0,110.0,0.9
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,115.0,0,100.0,0.85
TrailerBeta-mutated,500,1,5,4,200,0,100,4,222.0,0,89.0,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,212.8,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,209.0,0.9
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,167.2,0.88
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,39.9,0,190.0,0.86
WingAlpha-mutated,2000,1,5,7,100,0,100,7,114.0,0,86.0,0.86
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,100.0,0.88
Argos-mutated,-1,2,5,-1,0,-1,0,4,111.0,0,55.5,0.89
Argos-mutated,-1,2,5,-1,0,-1,0,4,224.0,0,112.0,0.88
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,330.0,0,110.0,0.9
CubicKeeper-mutated,10,1,1,5,100,0,100,5,115.0,0,100.0,0.85
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,34.5,0,300.0,0.85
DaimonBeta-mutated,20,0,1,4,300,0,100,4,345.0,0,100.0,0.85
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,22.6,0.87
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,300.0,0,111.0,0.89
DaimonDelta-mutated,30,5,1,4,300,0,100,4,300.0,0,100.0,0.89
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,684.0,0,86.0,0.86
DaimonEta-mutated,10,9,1,4,150,3,100,4,30.0,0,1.0,0.89
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,34.5,0,1.0,0.85
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,27.0,0,0.9,0.9
DaimonGamma-mutated,20,2,1,4,300,0,100,4,300.0,0,89.0,0.89
DaimonKnight-mutated,5,2,1,7,19,0,100,7,19.0,0,111.0,0.89
DaimonLightning-mutated,250,1,3,4,150,0,100,4,129.0,0,86.0,0.86
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,200.0,0,88.0,0.88
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,135.0,0,90.0,0.9
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,50.0,0.85
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,55.0,0,50.0,0.9
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,44.5,0,55.5,0.89
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,57.0,0,50.0,0.86
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,174.0,0,113.0,0.87
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,444.0,0.89
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,336.0,0,352.0,0.88
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,850.0,0,460.0,0.85
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,261.0,0,348.0,0.87
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,300.0,0,444.0,0.89
DaimonSpike-mutated,5,5,1,7,10,0,100,7,10.0,0,100.0,0.87
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,43.5,0,87.0,0.87
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,86.0,0,86.0,0.86
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1000.0,0,100.0,0.89
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,197.75,0,100.0,0.87
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,152.25,0,87.0,0.87
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,86.0,0.86
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,1000.0,0,111.0,0.89
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,870.0,0,113.0,0.87
DaimonZeta-mutated,50,2,1,7,200,0,100,7,224.0,0,88.0,0.88
DroneAlpha-mutated,250,1,5,4,250,0,100,4,222.5,0,89.0,0.89
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,212.5,0,100.0,0.85
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,280.0,0,88.0,0.88
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,85.0,0.85
Frosty-mutated,10,9,1,4,150,3,100,4,34.5,0,25.5,0.85
Ichthyos-mutated,0,6,1,4,150,3,150,4,50.0,0,25.5,0.85
Jack-mutated,10,9,1,4,150,3,100,4,25.5,0,30.0,0.85
Kroma-mutated,10,5,1,7,50,0,100,7,50.0,0,111.0,0.89
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,110.0,0.9
KromaElite-mutated,20,5,1,4,200,0,100,4,220.0,0,90.0,0.9
Larva-mutated,1,5,1,7,50,0,100,7,50.0,0,114.0,0.86
MCCreeper-mutated,20,0,1,4,100,0,100,4,100.0,0,100.0,0.9
MCSkeleton-mutated,20,0,1,4,100,0,100,4,110.0,0,100.0,0.9
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,100.0,0.88
Marble-mutated,250,1,1.5,5,1000,0,200,5,1000.0,0,226.0,0.87
Mars-mutated,1,5,1,7,50,0,100,7,56.5,0,100.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,100.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,4,174.0,0,113.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,9,111000.0,0,890.0,0.89
Orion-mutated,-1,-1,0,-1,0,-1,0,9,85000.0,0,1000.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,89000.0,0,1000.0,0.89
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,100.0,0.85
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,152.25,0,113.0,0.87
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,112.0,0,88.0,0.88
TrailerBeta-mutated,500,1,5,4,200,0,100,4,172.0,0,100.0,0.86
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.9
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,200.0,0,165.3,0.87
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,38.5,0,171.0,0.9
WingAlpha-mutated,2000,1,5,7,100,0,100,7,89.0,0,100.0,0.89
Argos-mutated,-1,2,5,-1,0,-1,0,4,230.0,0,85.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,113.0,0,56.5,0.87
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,115.0,0.85
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,342.0,0,100.0,0.86
CubicKeeper-mutated,10,1,1,5,100,0,100,5,100.0,0,100.0,0.86
DaimonAlpha-mutated,5,9,1,-1,0,-1,0,3,30.0,0,300.0,0.87
DaimonBeta-mutated,20,0,1,4,300,0,100,4,300.0,0,88.0,0.88
DaimonBlade-mutated,100,8,4,7,0,1,20,7,0.0,0,17.2,0.86
DaimonBladeLauncher-mutated,250,1,15,4,300,0,100,4,261.0,0,100.0,0.87
DaimonDelta-mutated,30,5,1,4,300,0,100,4,336.0,0,112.0,0.88
DaimonEpsilon-mutated,40,5,1,4,600,0,100,4,666.0,0,100.0,0.89
DaimonEta-mutated,10,9,1,4,150,3,100,4,25.5,0,1.0,0.85
DaimonEtaLaser-mutated,10,9,1,4,150,3,100,4,26.4,0,1.0,0.88
DaimonEtaProjectile-mutated,10,9,1,4,150,3,100,4,33.9,0,1.13,0.87
DaimonGamma-mutated,20,2,1,4,300,0,100,4,258.0,0,114.0,0.86
DaimonKnight-mutated,5,2,1,7,19,0,100,7,16.72,0,100.0,0.88
DaimonLightning-mutated,250,1,3,4,150,0,100,4,150.0,0,111.0,0.89
DaimonLightningLaser-mutated,250,1,3,4,200,0,100,4,200.0,0,115.0,0.85
DaimonLightningSpike-mutated,250,1,3,4,150,0,100,4,150.0,0,113.0,0.87
DaimonMobulaBlade-mutated,100,8,3,7,0,1,50,7,0.0,0,50.0,0.88
DaimonMobulaBolt-mutated,10,0,1,4,50,0,50,4,42.5,0,42.5,0.85
DaimonMobulaLaser-mutated,10,0,2,4,50,0,50,4,55.5,0,44.5,0.89
DaimonMobulaProjectile-mutated,10,1,5,4,50,0,50,4,56.5,0,43.5,0.87
DaimonObstacle-mutated,1,-1,0,-1,0,-1,0,6,170.0,0,115.0,0.85
DaimonObstacleBolt-mutated,5,-1,0,-1,0,-1,0,6,345.0,0,340.0,0.85
DaimonObstacleLaser-mutated,5,-1,0,-1,0,-1,0,6,345.0,0,400.0,0.85
DaimonObstacleMissile-mutated,25,-1,0,-1,0,-1,0,6,890.0,0,444.0,0.89
DaimonObstacleProjectile-mutated,5,-1,0,-1,0,-1,0,6,330.0,0,360.0,0.9
DaimonObstacleSpike-mutated,5,-1,0,-1,0,-1,0,6,342.0,0,456.0,0.86
DaimonSpike-mutated,5,5,1,7,10,0,100,7,11.1,0,100.0,0.89
DaimonSwarm-mutated,0,6,5,4,50,0,100,4,43.0,0,100.0,0.86
DaimonTrial-mutated,-1,1,1,5,100,0,100,5,113.0,0,100.0,0.87
DaimonTurretBlade-mutated,250,1,5,5,1000,0,100,5,1000.0,0,113.0,0.87
DaimonTurretCompound-mutated,500,2,5,4,175,0,100,4,175.0,0,100.0,0.87
DaimonTurretCompoundLaser-mutated,500,2,7,4,175,0,100,4,194.25,0,89.0,0.89
DaimonTurretLaser-mutated,250,1,1.5,5,1000,0,100,5,1120.0,0,112.0,0.88
DaimonTurretMissile-mutated,250,1,1.5,5,1000,0,100,5,850.0,0,100.0,0.85
DaimonTurretProjectile-mutated,250,1,1.5,5,1000,0,100,5,1140.0,0,114.0,0.86
DaimonZeta-mutated,50,2,1,7,200,0,100,7,228.0,0,114.0,0.86
DroneAlpha-mutated,250,1,5,4,250,0,100,4,287.5,0,115.0,0.85
DroneAlphaLaser-mutated,250,1,5,4,250,0,100,4,250.0,0,88.0,0.88
DroneAlphaSpike-mutated,250,1,5,4,250,0,100,4,280.0,0,88.0,0.88
DroneBeta-mutated,250,1,15,4,300,0,100,4,300.0,0,100.0,0.85
Frosty-mutated,10,9,1,4,150,3,100,4,30.0,0,26.4,0.88
Ichthyos-mutated,0,6,1,4,150,3,150,4,45.0,0,33.0,0.9
Jack-mutated,10,9,1,4,150,3,100,4,33.3,0,30.0,0.89
Kroma-mutated,10,5,1,7,50,0,100,7,45.0,0,90.0,0.9
KromaChild-mutated,5,5,1,7,50,0,100,7,50.0,0,100.0,0.88
KromaElite-mutated,20,5,1,4,200,0,100,4,200.0,0,111.0,0.89
Larva-mutated,1,5,1,7,50,0,100,7,43.0,0,100.0,0.86
MCCreeper-mutated,20,0,1,4,100,0,100,4,86.0,0,100.0,0.86
MCSkeleton-mutated,20,0,1,4,100,0,100,4,100.0,0,111.0,0.89
Maia-mutated,-1,2,5,-1,0,-1,0,4,300.0,0,100.0,0.87
Marble-mutated,250,1,1.5,5,1000,0,200,5,900.0,0,220.0,0.9
Mars-mutated,1,5,1,7,50,0,100,7,56.5,0,113.0,0.87
Orion-mutated,-1,-1,0,-1,0,-1,0,4,345.0,0,100.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,4,170.0,0,100.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,1000.0,0.85
Orion-mutated,-1,-1,0,-1,0,-1,0,9,88000.0,0,880.0,0.88
Orion-mutated,-1,-1,0,-1,0,-1,0,9,100000.0,0,860.0,0.86
Soul-mutated,-1,-1,0,-1,0,-1,0,1,0.0,0,85.0,0.85
Teuthus-mutated,-1,2,5,-1,0,-1,0,4,175.0,0,90.0,0.9
TrailerAlpha-mutated,250,1,5,4,100,0,100,4,112.0,0,112.0,0.88
TrailerBeta-mutated,500,1,5,4,200,0,100,4,200.0,0,100.0,0.89
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,190.0,0.88
Vermis-mutated,-1,-1,0,-1,0,-1,0,1,0.0,200,161.5,0.85
Vermis-mutated,-1,-1,0,-1,0,-1,0,4,222.0,0,169.1,0.89
VermisChild-mutated,-1,-1,0,-1,0,-1,0,8,35.0,0,209.0,0.9
WingAlpha-mutated,2000,1,5,7,100,0,100,7,85.0,0,115.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,200.0,0,110.0,0.9
Argos-mutated,-1,2,5,-1,0,-1,0,4,100.0,0,50.0,0.85
Argos-mutated,-1,2,5,-1,0,-1,0,4,220.0,0,100.0,0.9
BossNightmare-mutated,-1,-1,0,-1,0,-1,0,4,300.0,0,88.0,0.88
